Performance Date,Return,Status,Fund Long Name
1992-11-30,-0.0222,Final,HFRI ED: Merger Arbitrage Index
1992-10-31,0.004,Final,HFRI ED: Merger Arbitrage Index
1992-09-30,0.0134,Final,HFRI ED: Merger Arbitrage Index
1992-08-31,0.0012,Final,HFRI ED: Merger Arbitrage Index
1992-07-31,0.0145,Final,HFRI ED: Merger Arbitrage Index
1992-06-30,0.003,Final,HFRI ED: Merger Arbitrage Index
1992-05-31,0.0,Final,HFRI ED: Merger Arbitrage Index
1992-04-30,0.0014,Final,HFRI ED: Merger Arbitrage Index
1992-03-31,0.0134,Final,HFRI ED: Merger Arbitrage Index
1992-02-29,0.0096,Final,HFRI ED: Merger Arbitrage Index
1992-01-31,0.0196,Final,HFRI ED: Merger Arbitrage Index
1991-12-31,0.012,Final,HFRI ED: Merger Arbitrage Index
1991-11-30,0.0138,Final,HFRI ED: Merger Arbitrage Index
1991-10-31,0.0141,Final,HFRI ED: Merger Arbitrage Index
1991-09-30,0.011,Final,HFRI ED: Merger Arbitrage Index
1991-08-31,0.0064,Final,HFRI ED: Merger Arbitrage Index
1991-07-31,0.0144,Final,HFRI ED: Merger Arbitrage Index
1991-06-30,0.0112,Final,HFRI ED: Merger Arbitrage Index
1991-05-31,0.0155,Final,HFRI ED: Merger Arbitrage Index
1991-04-30,0.0283,Final,HFRI ED: Merger Arbitrage Index
1991-03-31,0.023,Final,HFRI ED: Merger Arbitrage Index
1991-02-28,0.0159,Final,HFRI ED: Merger Arbitrage Index
1991-01-31,0.0001,Final,HFRI ED: Merger Arbitrage Index
1990-12-31,0.0121,Final,HFRI ED: Merger Arbitrage Index
1990-11-30,0.0219,Final,HFRI ED: Merger Arbitrage Index
1990-10-31,0.0073,Final,HFRI ED: Merger Arbitrage Index
1990-09-30,-0.0458,Final,HFRI ED: Merger Arbitrage Index
1990-08-31,-0.0082,Final,HFRI ED: Merger Arbitrage Index
1990-07-31,0.0002,Final,HFRI ED: Merger Arbitrage Index
1990-06-30,0.0073,Final,HFRI ED: Merger Arbitrage Index
1990-05-31,0.0228,Final,HFRI ED: Merger Arbitrage Index
1990-04-30,0.0098,Final,HFRI ED: Merger Arbitrage Index
1990-03-31,0.029,Final,HFRI ED: Merger Arbitrage Index
1990-02-28,0.0171,Final,HFRI ED: Merger Arbitrage Index
1990-01-31,-0.0646,Final,HFRI ED: Merger Arbitrage Index
